lcz_lib;lcz_code;insee;commune;expo_jour;expo_nuit;vulnerabilite_jour;vulnerabilite_nuit;surface;gid
Pelouses, praires, cultures;LCZ D;69284;Montanay;faible;effet rafraîchissant;moyen;faible;25763,33;23357
Inconnu;;69260;Vernaison;fort;faible;moyen;moyen;25,94;23358
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;10159,05;23359
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;661,33;23360
Arbres denses;LCZ A;69244;Tassin-la-Demi-Lune;faible;effet rafraîchissant;faible;faible;1,01;23361
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;208,69;23362
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;1421,3;23363
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;564,42;23364
Pelouses, praires, cultures;LCZ D;69282;Meyzieu;moyen;effet rafraîchissant;moyen;faible;6452,69;23365
Roche nue, pavés, macadam;LCZ E;69153;Poleymieux-au-Mont-d'Or;moyen;faible;moyen;moyen;822,62;23366
Roche nue, pavés, macadam;LCZ E;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;987,09;23367
Eau;LCZ G;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;61,49;23368
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;moyen;effet rafraîchissant;moyen;faible;1,45;23369
Eau;LCZ G;69152;Pierre-Bénite;faible;effet rafraîchissant;moyen;faible;53018,19;23370
Eau;LCZ G;69282;Meyzieu;faible;effet rafraîchissant;moyen;faible;28001,22;23371
Pelouses, praires, cultures;LCZ D;69127;Marcy-l'Étoile;moyen;faible;moyen;moyen;443,8;23372
Pelouses, praires, cultures;LCZ D;69275;Décines-Charpieu;moyen;effet rafraîchissant;moyen;faible;4,11;23373
Arbres denses;LCZ A;69003;Albigny-sur-Saône;effet rafraîchissant;effet rafraîchissant;faible;faible;51113,96;23374
Arbres denses;LCZ A;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;306790,76;23375
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;196,74;23376
Eau;LCZ G;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;1257,23;23378
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;63,59;23379
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;363,39;23380
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;3744,42;23381
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;437,19;23382
Eau;LCZ G;69163;Quincieux;effet rafraîchissant;effet rafraîchissant;faible;faible;78,57;23383
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;75,98;23384
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;349,4;23385
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;20941,1;23386
Arbres denses;LCZ A;69271;Chassieu;faible;effet rafraîchissant;faible;faible;238,12;23387
Roche nue, pavés, macadam;LCZ E;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;192,41;23399
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;44,72;23400
Maisons éparses, constructions isolées;LCZ 9;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;34373,97;23401
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;47364,1;23388
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;4980,05;23389
Maisons éparses, constructions isolées;LCZ 9;69163;Quincieux;moyen;faible;moyen;moyen;590,26;23390
Arbres denses;LCZ A;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;579,67;23391
Pelouses, praires, cultures;LCZ D;69100;Irigny;moyen;effet rafraîchissant;moyen;faible;19,43;23392
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;410,03;23393
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;487,63;23394
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;364,11;23395
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;faible;moyen;moyen;245,6;23396
Arbres denses;LCZ A;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;313307,58;23397
Pelouses, praires, cultures;LCZ D;69296;Solaize;moyen;faible;moyen;moyen;1091,75;23398
Ensemble d'immeubles espacés;LCZ 5;69034;Caluire-et-Cuire;fort;faible;moyen;moyen;2443,97;23404
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;5006,93;23405
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;196,33;23406
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;4480,74;23407
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;267,54;23408
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;147,49;23409
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;30367,0;23410
Maisons éparses, constructions isolées;LCZ 9;69152;Pierre-Bénite;moyen;faible;moyen;moyen;14964,24;23411
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;14990,93;23412
Roche nue, pavés, macadam;LCZ E;69279;Jonage;moyen;faible;moyen;moyen;2017,62;23413
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;694,59;23414
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;876,71;23416
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;89,25;23417
Roche nue, pavés, macadam;LCZ E;69233;Saint-Romain-au-Mont-d'Or;moyen;faible;moyen;moyen;4,22;23418
Maisons éparses, constructions isolées;LCZ 9;69275;Décines-Charpieu;moyen;faible;moyen;moyen;17580,52;23419
Maisons éparses, constructions isolées;LCZ 9;69127;Marcy-l'Étoile;moyen;faible;moyen;moyen;11580,16;23420
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;211,08;23421
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;1947,62;23422
Eau;LCZ G;69275;Décines-Charpieu;effet rafraîchissant;effet rafraîchissant;faible;faible;24,33;23423
Roche nue, pavés, macadam;LCZ E;69088;Fontaines-sur-Saône;moyen;faible;moyen;moyen;432,13;23424
Pelouses, praires, cultures;LCZ D;69063;Collonges-au-Mont-d'Or;moyen;effet rafraîchissant;moyen;faible;40,05;23425
Arbres denses;LCZ A;69127;Marcy-l'Étoile;effet rafraîchissant;effet rafraîchissant;faible;faible;11447,85;23435
Arbres épars;LCZ B;69072;Dardilly;moyen;faible;moyen;moyen;10828,04;23436
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;1724,87;23437
Pelouses, praires, cultures;LCZ D;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;2442,78;23438
Arbres denses;LCZ A;69275;Décines-Charpieu;effet rafraîchissant;effet rafraîchissant;faible;faible;12340,46;23426
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;3125,97;23427
Maisons éparses, constructions isolées;LCZ 9;69096;Grigny;moyen;faible;moyen;moyen;7660,05;23428
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;431,41;23429
Arbres denses;LCZ A;69389;Lyon 9e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;2284,84;23445
Roche nue, pavés, macadam;LCZ E;69033;Cailloux-sur-Fontaines;moyen;faible;moyen;moyen;36,72;23446
Grandes emprises tertiaires bâti bas;LCZ 8;69275;Décines-Charpieu;moyen;faible;moyen;moyen;441,25;23469
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;3271,68;23470
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;4245,26;23500
Arbres denses;LCZ A;69116;Limonest;effet rafraîchissant;effet rafraîchissant;faible;faible;14404,14;23430
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;27,03;23431
Eau;LCZ G;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;170,41;23432
Pelouses, praires, cultures;LCZ D;69384;Lyon 4e Arrondissement;moyen;faible;moyen;moyen;236,29;23433
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;2091,2;23434
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;997,93;23471
Arbres denses;LCZ A;69085;Fleurieu-sur-Saône;effet rafraîchissant;effet rafraîchissant;faible;faible;69148,07;23439
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;12735,28;23440
Roche nue, pavés, macadam;LCZ E;69163;Quincieux;moyen;faible;moyen;moyen;1869,01;23441
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;5775,18;23442
Ensemble d'immeubles compact;LCZ 2;69063;Collonges-au-Mont-d'Or;fort;faible;moyen;moyen;50,57;23443
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;fort;faible;moyen;moyen;16515,22;23444
Maisons éparses, constructions isolées;LCZ 9;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;1695,99;23472
Pelouses, praires, cultures;LCZ D;69081;Écully;moyen;faible;moyen;moyen;19120,99;23447
Arbres denses;LCZ A;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;5457,74;23448
Roche nue, pavés, macadam;LCZ E;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;109,4;23449
Arbres denses;LCZ A;69068;Couzon-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;2060,04;23450
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;15,34;23473
Pelouses, praires, cultures;LCZ D;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;562,71;23474
Arbres denses;LCZ A;69033;Cailloux-sur-Fontaines;effet rafraîchissant;effet rafraîchissant;faible;faible;11680,82;23451
Roche nue, pavés, macadam;LCZ E;69292;Sathonay-Camp;moyen;faible;moyen;moyen;190,71;23452
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;1127,97;23453
Arbres denses;LCZ A;69296;Solaize;effet rafraîchissant;effet rafraîchissant;faible;faible;12345,61;23459
Arbres denses;LCZ A;69385;Lyon 5e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;1951,89;23460
Maisons éparses, constructions isolées;LCZ 9;69296;Solaize;moyen;faible;moyen;moyen;94385,62;23454
Arbres épars;LCZ B;69244;Tassin-la-Demi-Lune;faible;effet rafraîchissant;faible;faible;4904,65;23455
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;627,83;23456
Eau;LCZ G;69282;Meyzieu;effet rafraîchissant;effet rafraîchissant;faible;faible;2,23;23457
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;25000,2;23458
Roche nue, pavés, macadam;LCZ E;69293;Sathonay-Village;moyen;faible;moyen;moyen;2,78;23461
Pelouses, praires, cultures;LCZ D;69256;Vaulx-en-Velin;moyen;effet rafraîchissant;moyen;faible;12,64;23501
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;23,57;23502
Arbres denses;LCZ A;69029;Bron;effet rafraîchissant;effet rafraîchissant;faible;faible;22918,88;23462
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;faible;moyen;moyen;1633,73;23463
Eau;LCZ G;69063;Collonges-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;58,78;23464
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;1768,38;23465
Arbres denses;LCZ A;69282;Meyzieu;effet rafraîchissant;effet rafraîchissant;faible;faible;250283,87;23466
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;907,32;23467
Roche nue, pavés, macadam;LCZ E;69386;Lyon 6e Arrondissement;moyen;moyen;moyen;moyen;523,98;23468
Roche nue, pavés, macadam;LCZ E;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;2023,24;23475
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;5517,26;23476
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;39,41;23477
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;155,65;23478
Arbres denses;LCZ A;69386;Lyon 6e Arrondissement;faible;effet rafraîchissant;faible;faible;28,82;23479
Arbres denses;LCZ A;69284;Montanay;effet rafraîchissant;effet rafraîchissant;faible;faible;8886,62;23480
Arbres épars;LCZ B;69279;Jonage;moyen;faible;fort;fort;127981,26;23481
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;427,55;23482
Maisons éparses, constructions isolées;LCZ 9;69283;Mions;moyen;faible;moyen;moyen;9976,16;23483
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;667,52;23484
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;148,61;23503
Eau;LCZ G;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;1294,62;23485
Pelouses, praires, cultures;LCZ D;69202;Sainte-Foy-lès-Lyon;moyen;effet rafraîchissant;moyen;faible;10,58;23486
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;12600,11;23487
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;1649,6;23488
Roche nue, pavés, macadam;LCZ E;69089;Francheville;moyen;faible;moyen;moyen;2,02;23489
Roche nue, pavés, macadam;LCZ E;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;355,24;23490
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;334,96;23491
Roche nue, pavés, macadam;LCZ E;69386;Lyon 6e Arrondissement;moyen;moyen;moyen;moyen;336,52;23492
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;51971,87;23497
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;36,53;23498
Arbres épars;LCZ B;69091;Givors;faible;faible;moyen;moyen;103475,7;23493
Arbres épars;LCZ B;69096;Grigny;moyen;faible;moyen;moyen;19899,11;23494
Pelouses, praires, cultures;LCZ D;69046;Charly;moyen;faible;moyen;moyen;2922,65;23495
Arbres épars;LCZ B;69256;Vaulx-en-Velin;faible;faible;faible;faible;2058,44;23496
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;3932,99;23499
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;191,2;23544
Eau;LCZ G;69290;Saint-Priest;faible;effet rafraîchissant;moyen;faible;22511,94;23504
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;moyen;moyen;7537,86;23505
Arbres épars;LCZ B;69044;Charbonnières-les-Bains;faible;effet rafraîchissant;faible;faible;18254,37;23506
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;465,54;23507
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;10647,04;23508
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;105,13;23509
Arbres denses;LCZ A;69081;Écully;effet rafraîchissant;effet rafraîchissant;faible;faible;318,91;23510
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;5,03;23511
Roche nue, pavés, macadam;LCZ E;69283;Mions;moyen;faible;moyen;moyen;3258,41;23512
Eau;LCZ G;69142;La Mulatière;faible;effet rafraîchissant;faible;faible;520,33;23513
Eau;LCZ G;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;2,27;23514
Pelouses, praires, cultures;LCZ D;69276;Feyzin;moyen;faible;moyen;moyen;13055,03;23515
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;144,32;23516
Arbres denses;LCZ A;69063;Collonges-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;6658,61;23517
Roche nue, pavés, macadam;LCZ E;69142;La Mulatière;moyen;faible;moyen;moyen;4847,61;23518
Ensemble de tours espacées;LCZ 4;69256;Vaulx-en-Velin;fort;fort;fort;fort;5112,22;23519
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;350,61;23520
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;61,75;23521
Roche nue, pavés, macadam;LCZ E;69292;Sathonay-Camp;moyen;faible;moyen;moyen;61,46;23522
Pelouses, praires, cultures;LCZ D;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;1425,91;23523
Ensemble de tours compact;LCZ 1;69259;Vénissieux;fort;fort;fort;fort;1589,51;23524
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;386,67;23525
Roche nue, pavés, macadam;LCZ E;69382;Lyon 2e Arrondissement;moyen;faible;moyen;moyen;916,5;23545
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;moyen;effet rafraîchissant;moyen;faible;254,12;23546
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;17,75;23547
Pelouses, praires, cultures;LCZ D;69163;Quincieux;moyen;effet rafraîchissant;moyen;faible;235,68;23581
Arbres denses;LCZ A;69069;Craponne;effet rafraîchissant;effet rafraîchissant;faible;faible;8221,43;23526
Roche nue, pavés, macadam;LCZ E;69283;Mions;moyen;faible;moyen;moyen;380,95;23527
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;14263,46;23528
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;79,07;23529
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;311,17;23530
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;440,53;23555
Eau;LCZ G;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;8,08;23757
Arbres denses;LCZ A;69244;Tassin-la-Demi-Lune;effet rafraîchissant;effet rafraîchissant;faible;faible;33623,76;23531
Pelouses, praires, cultures;LCZ D;69116;Limonest;moyen;faible;moyen;moyen;10,37;23532
Eau;LCZ G;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;38,27;23533
Pelouses, praires, cultures;LCZ D;69127;Marcy-l'Étoile;moyen;faible;moyen;moyen;1673,59;23534
Pelouses, praires, cultures;LCZ D;69087;Fontaines-Saint-Martin;moyen;faible;moyen;moyen;1166,48;23556
Arbres denses;LCZ A;69163;Quincieux;effet rafraîchissant;effet rafraîchissant;faible;faible;11045,58;23535
Ensemble de tours espacées;LCZ 4;69384;Lyon 4e Arrondissement;moyen;moyen;moyen;moyen;1860,5;23536
Roche nue, pavés, macadam;LCZ E;69276;Feyzin;moyen;faible;moyen;moyen;305,32;23537
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;183,21;23538
Roche nue, pavés, macadam;LCZ E;69275;Décines-Charpieu;moyen;faible;moyen;moyen;1378,0;23539
Roche nue, pavés, macadam;LCZ E;69205;Saint-Genis-les-Ollières;moyen;faible;moyen;moyen;14,17;23540
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;19043,56;23541
Maisons éparses, constructions isolées;LCZ 9;69278;Genay;moyen;faible;moyen;moyen;3979,29;23542
Arbres denses;LCZ A;69204;Saint-Genis-Laval;effet rafraîchissant;effet rafraîchissant;faible;faible;1494,78;23543
Arbres denses;LCZ A;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;824159,03;23557
Ensemble de maisons espacées;LCZ 6;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;7370,2;23548
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;297,09;23549
Arbres denses;LCZ A;69072;Dardilly;effet rafraîchissant;effet rafraîchissant;faible;faible;2063,48;23550
Arbres denses;LCZ A;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;2454,44;23558
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;faible;moyen;moyen;1024,52;23559
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;moyen;moyen;1197,75;23560
Eau;LCZ G;69207;Saint-Germain-au-Mont-d'Or;faible;effet rafraîchissant;moyen;faible;2717,81;23582
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;moyen;effet rafraîchissant;moyen;faible;4,3;23758
Arbres denses;LCZ A;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;28393,4;23551
Maisons éparses, constructions isolées;LCZ 9;69283;Mions;moyen;faible;moyen;moyen;69180,21;23552
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;2866,16;23553
Arbres denses;LCZ A;69278;Genay;effet rafraîchissant;effet rafraîchissant;faible;faible;152,48;23554
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;124,61;23759
Arbres denses;LCZ A;69072;Dardilly;effet rafraîchissant;effet rafraîchissant;faible;faible;60282,92;23561
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;faible;188,55;23562
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;22,88;23563
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;839,99;23564
Arbres denses;LCZ A;69168;Rochetaillée-sur-Saône;effet rafraîchissant;effet rafraîchissant;faible;faible;1344,29;23565
Ensemble d'immeubles compact;LCZ 2;69091;Givors;fort;faible;fort;moyen;336,0;23566
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;766,91;23577
Roche nue, pavés, macadam;LCZ E;69293;Sathonay-Village;moyen;faible;moyen;moyen;143,05;23578
Arbres denses;LCZ A;69046;Charly;effet rafraîchissant;effet rafraîchissant;faible;faible;36944,59;23567
Arbres denses;LCZ A;69384;Lyon 4e Arrondissement;faible;faible;faible;faible;2251,13;23568
Pelouses, praires, cultures;LCZ D;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;529,53;23569
Roche nue, pavés, macadam;LCZ E;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;705,5;23570
Roche nue, pavés, macadam;LCZ E;69386;Lyon 6e Arrondissement;moyen;moyen;moyen;moyen;1501,98;23571
Arbres épars;LCZ B;69259;Vénissieux;moyen;faible;moyen;faible;8734,44;23572
Roche nue, pavés, macadam;LCZ E;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;6,36;23573
Pelouses, praires, cultures;LCZ D;69266;Villeurbanne;moyen;effet rafraîchissant;moyen;faible;17,7;23574
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;110,2;23575
Arbres denses;LCZ A;69163;Quincieux;effet rafraîchissant;effet rafraîchissant;faible;faible;13190,47;23576
Roche nue, pavés, macadam;LCZ E;69168;Rochetaillée-sur-Saône;moyen;faible;moyen;moyen;20,45;23579
Roche nue, pavés, macadam;LCZ E;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;145,81;23583
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;353,02;23584
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;320,14;23585
Grandes emprises tertiaires bâti bas;LCZ 8;69199;Saint-Fons;moyen;faible;moyen;moyen;1612,62;23586
Roche nue, pavés, macadam;LCZ E;69276;Feyzin;moyen;faible;moyen;moyen;6509,93;23587
Ensemble d'immeubles compact;LCZ 2;69199;Saint-Fons;fort;moyen;moyen;moyen;4324,56;23588
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;effet rafraîchissant;moyen;faible;155,6;23589
Pelouses, praires, cultures;LCZ D;69091;Givors;moyen;effet rafraîchissant;moyen;faible;112,75;23590
Ensemble d'immeubles espacés;LCZ 5;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;1840,8;23591
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;1395,86;23592
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;227,72;23593
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;3654,23;23594
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;54,4;23595
Pelouses, praires, cultures;LCZ D;69071;Curis-au-Mont-d'Or;moyen;faible;moyen;moyen;13446,16;23603
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;83,84;23604
Arbres denses;LCZ A;69244;Tassin-la-Demi-Lune;effet rafraîchissant;effet rafraîchissant;faible;faible;14571,54;23596
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;745,56;23605
Roche nue, pavés, macadam;LCZ E;69296;Solaize;moyen;faible;moyen;moyen;8452,2;23606
Roche nue, pavés, macadam;LCZ E;69279;Jonage;moyen;faible;moyen;moyen;127,77;23607
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;145,37;23608
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;824,28;23609
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;671,41;23610
Roche nue, pavés, macadam;LCZ E;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;41,29;23611
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;873,24;23619
Maisons éparses, constructions isolées;LCZ 9;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;47227,42;23597
