lcz_lib;lcz_code;insee;commune;expo_jour;expo_nuit;vulnerabilite_jour;vulnerabilite_nuit;surface;gid
Eau;LCZ G;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;1749,42;17760
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;427,12;17761
Ensemble d'immeubles espacés;LCZ 5;69389;Lyon 9e Arrondissement;fort;faible;moyen;moyen;402,09;17776
Arbres denses;LCZ A;69385;Lyon 5e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;4223,58;17762
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;230,99;17763
Eau;LCZ G;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;3,77;17764
Arbres denses;LCZ A;69029;Bron;effet rafraîchissant;effet rafraîchissant;faible;faible;34923,99;17765
Pelouses, praires, cultures;LCZ D;69091;Givors;moyen;faible;moyen;moyen;2335,69;17766
Roche nue, pavés, macadam;LCZ E;69296;Solaize;moyen;faible;moyen;moyen;1436,86;17767
Arbres denses;LCZ A;69204;Saint-Genis-Laval;faible;effet rafraîchissant;faible;faible;5,85;17768
Pelouses, praires, cultures;LCZ D;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;7,88;17769
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;4413,59;17770
Arbres épars;LCZ B;69071;Curis-au-Mont-d'Or;faible;effet rafraîchissant;faible;faible;5680,25;17771
Roche nue, pavés, macadam;LCZ E;69163;Quincieux;moyen;faible;moyen;moyen;105,07;17772
Roche nue, pavés, macadam;LCZ E;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;15,34;17777
Pelouses, praires, cultures;LCZ D;69290;Saint-Priest;effet rafraîchissant;effet rafraîchissant;faible;faible;10794,93;17781
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;faible;faible;faible;moyen;242,41;17782
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;297,44;17783
Grandes emprises tertiaires bâti bas;LCZ 8;69386;Lyon 6e Arrondissement;moyen;faible;moyen;moyen;2268,89;17784
Eau;LCZ G;69387;Lyon 7e Arrondissement;faible;effet rafraîchissant;faible;faible;12029,66;17785
Pelouses, praires, cultures;LCZ D;69292;Sathonay-Camp;moyen;faible;moyen;moyen;4466,85;17786
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;155,27;17787
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;232,75;17788
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;925,6;17789
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;effet rafraîchissant;moyen;faible;373,11;17790
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;983,59;17791
Ensemble de maisons espacées;LCZ 6;69116;Limonest;moyen;faible;moyen;moyen;399,73;17792
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;685,02;17795
Eau;LCZ G;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;329,16;17796
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;296,18;17797
Eau;LCZ G;69276;Feyzin;faible;effet rafraîchissant;moyen;faible;7634,87;17798
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;7756,84;17799
Arbres épars;LCZ B;69091;Givors;faible;effet rafraîchissant;moyen;faible;30840,91;17800
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;6179,08;17801
Roche nue, pavés, macadam;LCZ E;69292;Sathonay-Camp;moyen;faible;moyen;moyen;644,92;17802
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;12059,46;17803
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;374,19;17822
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;297,01;17804
Roche nue, pavés, macadam;LCZ E;69044;Charbonnières-les-Bains;moyen;faible;moyen;moyen;52,28;17805
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;883,55;17806
Eau;LCZ G;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;545,71;17807
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;7542,69;17808
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;1085,53;17809
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;4,27;17810
Arbres denses;LCZ A;69029;Bron;effet rafraîchissant;effet rafraîchissant;faible;faible;880,07;17811
Arbres denses;LCZ A;69085;Fleurieu-sur-Saône;effet rafraîchissant;effet rafraîchissant;faible;faible;1216,32;17812
Roche nue, pavés, macadam;LCZ E;69273;Corbas;moyen;faible;moyen;moyen;767,7;17813
Roche nue, pavés, macadam;LCZ E;69071;Curis-au-Mont-d'Or;moyen;faible;moyen;moyen;252,74;17814
Pelouses, praires, cultures;LCZ D;69266;Villeurbanne;moyen;effet rafraîchissant;moyen;faible;8,47;17815
Roche nue, pavés, macadam;LCZ E;69149;Oullins;moyen;faible;moyen;moyen;1067,99;17816
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;264,46;17817
Roche nue, pavés, macadam;LCZ E;69296;Solaize;moyen;faible;moyen;moyen;3310,49;17818
Pelouses, praires, cultures;LCZ D;69276;Feyzin;moyen;faible;moyen;moyen;20525,47;17819
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;118,51;17820
Arbres denses;LCZ A;69386;Lyon 6e Arrondissement;faible;effet rafraîchissant;faible;faible;849,06;17821
Pelouses, praires, cultures;LCZ D;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;2399,15;17823
Arbres denses;LCZ A;69163;Quincieux;faible;effet rafraîchissant;faible;faible;80,49;17824
Roche nue, pavés, macadam;LCZ E;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;2,8;17825
Roche nue, pavés, macadam;LCZ E;69088;Fontaines-sur-Saône;moyen;faible;moyen;moyen;666,9;17826
Pelouses, praires, cultures;LCZ D;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;13813,49;17827
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;fort;moyen;1162,63;17828
Maisons éparses, constructions isolées;LCZ 9;69293;Sathonay-Village;moyen;faible;moyen;moyen;18931,28;17829
Pelouses, praires, cultures;LCZ D;69029;Bron;moyen;faible;moyen;moyen;202,04;17830
Ensemble de maisons espacées;LCZ 6;69142;La Mulatière;moyen;faible;moyen;moyen;5135,26;17831
Roche nue, pavés, macadam;LCZ E;69382;Lyon 2e Arrondissement;moyen;faible;moyen;faible;216,3;17844
Arbres denses;LCZ A;69046;Charly;effet rafraîchissant;effet rafraîchissant;faible;faible;32837,17;17832
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;16447,23;17833
Roche nue, pavés, macadam;LCZ E;69260;Vernaison;moyen;faible;moyen;moyen;328,84;17834
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;1371,05;17835
Pelouses, praires, cultures;LCZ D;69207;Saint-Germain-au-Mont-d'Or;moyen;effet rafraîchissant;moyen;faible;2,86;17836
Roche nue, pavés, macadam;LCZ E;69275;Décines-Charpieu;moyen;faible;moyen;moyen;61,32;17837
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;386,63;17838
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;116,69;17839
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;286,13;17840
Ensemble de tours espacées;LCZ 4;69384;Lyon 4e Arrondissement;fort;fort;fort;fort;1518,56;17841
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;935,67;17842
Pelouses, praires, cultures;LCZ D;69275;Décines-Charpieu;moyen;effet rafraîchissant;moyen;faible;23,78;17843
Ensemble d'immeubles espacés;LCZ 5;69385;Lyon 5e Arrondissement;fort;faible;moyen;moyen;2638,99;17845
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;2120,16;17846
Grandes emprises tertiaires bâti bas;LCZ 8;69383;Lyon 3e Arrondissement;moyen;moyen;moyen;moyen;3808,77;17847
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;15,76;17848
Arbres denses;LCZ A;69153;Poleymieux-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;113932,52;17849
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;563,96;17850
Eau;LCZ G;69266;Villeurbanne;effet rafraîchissant;effet rafraîchissant;faible;faible;199,04;17851
Arbres denses;LCZ A;69260;Vernaison;effet rafraîchissant;effet rafraîchissant;faible;faible;16,04;17852
Pelouses, praires, cultures;LCZ D;69096;Grigny;moyen;effet rafraîchissant;moyen;faible;21,8;18023
Maisons éparses, constructions isolées;LCZ 9;69199;Saint-Fons;moyen;faible;moyen;moyen;16775,6;17853
Arbres denses;LCZ A;69292;Sathonay-Camp;effet rafraîchissant;effet rafraîchissant;faible;faible;379,43;17854
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;1246,88;17855
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;498,61;17856
Roche nue, pavés, macadam;LCZ E;69275;Décines-Charpieu;moyen;faible;moyen;moyen;1142,08;17857
Roche nue, pavés, macadam;LCZ E;69029;Bron;moyen;faible;moyen;moyen;11,75;17858
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;8,57;17859
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;347,38;17860
Grandes emprises tertiaires bâti bas;LCZ 8;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;59929,47;17861
Roche nue, pavés, macadam;LCZ E;69279;Jonage;moyen;faible;moyen;moyen;71,73;17862
Eau;LCZ G;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;121,02;17863
Eau;LCZ G;69275;Décines-Charpieu;faible;effet rafraîchissant;moyen;faible;3364,95;17864
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;1944,42;17865
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;743,95;17866
Maisons éparses, constructions isolées;LCZ 9;69273;Corbas;moyen;faible;moyen;moyen;3785,29;17867
Eau;LCZ G;69149;Oullins;effet rafraîchissant;effet rafraîchissant;faible;faible;178,74;17868
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;147,57;17869
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;212,15;17870
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;321,69;17871
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;1310,84;17872
Roche nue, pavés, macadam;LCZ E;69384;Lyon 4e Arrondissement;moyen;faible;moyen;moyen;33,18;17873
Pelouses, praires, cultures;LCZ D;69100;Irigny;moyen;effet rafraîchissant;moyen;faible;157,9;17874
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;671,77;17875
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;25150,39;17876
Arbres denses;LCZ A;69143;Neuville-sur-Saône;faible;effet rafraîchissant;moyen;faible;17,55;17877
Ensemble de maisons espacées;LCZ 6;69199;Saint-Fons;moyen;faible;moyen;moyen;60695,22;17878
Roche nue, pavés, macadam;LCZ E;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;973,12;17879
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;3642,12;17880
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;10,46;17881
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;4847,12;17906
Arbres denses;LCZ A;69275;Décines-Charpieu;effet rafraîchissant;effet rafraîchissant;faible;faible;16911,88;17882
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;600,55;17883
Eau;LCZ G;69091;Givors;effet rafraîchissant;effet rafraîchissant;faible;faible;5,54;17884
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;4268,42;17885
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;moyen;moyen;46004,05;17886
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;574,8;17907
Arbres denses;LCZ A;69207;Saint-Germain-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;21738,21;17887
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;389,3;17888
Maisons éparses, constructions isolées;LCZ 9;69072;Dardilly;moyen;faible;moyen;moyen;6163,11;17889
Arbres denses;LCZ A;69202;Sainte-Foy-lès-Lyon;effet rafraîchissant;effet rafraîchissant;faible;faible;253,59;17890
Pelouses, praires, cultures;LCZ D;69205;Saint-Genis-les-Ollières;moyen;faible;moyen;moyen;3091,14;17891
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;2552,77;17892
Pelouses, praires, cultures;LCZ D;69071;Curis-au-Mont-d'Or;moyen;faible;moyen;moyen;1954,58;17893
Maisons éparses, constructions isolées;LCZ 9;69202;Sainte-Foy-lès-Lyon;moyen;faible;fort;moyen;2151,14;17894
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;3087,58;17895
Pelouses, praires, cultures;LCZ D;69282;Meyzieu;moyen;effet rafraîchissant;moyen;faible;46,3;17896
Roche nue, pavés, macadam;LCZ E;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;117,79;17897
Arbres denses;LCZ A;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;7724,46;17898
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;395,11;17899
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;371,49;17900
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;65,96;17901
Arbres denses;LCZ A;69194;Saint-Didier-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;931,39;17902
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;85,36;17903
Eau;LCZ G;69290;Saint-Priest;faible;effet rafraîchissant;moyen;faible;9036,46;17904
Eau;LCZ G;69029;Bron;faible;effet rafraîchissant;moyen;faible;7292,56;17905
Eau;LCZ G;69276;Feyzin;effet rafraîchissant;effet rafraîchissant;faible;faible;18,99;29360
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;1265,29;17908
Pelouses, praires, cultures;LCZ D;69063;Collonges-au-Mont-d'Or;moyen;effet rafraîchissant;moyen;faible;65,57;17909
Eau;LCZ G;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;31,77;17910
Arbres denses;LCZ A;69034;Caluire-et-Cuire;effet rafraîchissant;effet rafraîchissant;faible;faible;15454,46;17911
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;451,02;17912
Roche nue, pavés, macadam;LCZ E;69081;Écully;moyen;faible;moyen;moyen;562,75;17913
Roche nue, pavés, macadam;LCZ E;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;20,3;17914
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;944,6;17915
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;24,73;17916
Ensemble de maisons espacées;LCZ 6;69040;Champagne-au-Mont-d'Or;moyen;moyen;fort;fort;3980,49;17917
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;561,74;17918
Roche nue, pavés, macadam;LCZ E;69003;Albigny-sur-Saône;moyen;faible;moyen;moyen;764,5;17919
Arbres denses;LCZ A;69152;Pierre-Bénite;faible;effet rafraîchissant;faible;faible;37,5;17920
Grandes emprises tertiaires bâti bas;LCZ 8;69029;Bron;moyen;faible;moyen;moyen;90887,54;17924
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;78,54;17925
Roche nue, pavés, macadam;LCZ E;69279;Jonage;moyen;faible;moyen;moyen;21,89;17926
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;423,83;17927
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;454,56;17928
Roche nue, pavés, macadam;LCZ E;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;1270,0;17929
Roche nue, pavés, macadam;LCZ E;69091;Givors;moyen;faible;moyen;moyen;9143,32;17944
Roche nue, pavés, macadam;LCZ E;69003;Albigny-sur-Saône;moyen;faible;moyen;moyen;801,73;17930
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;304,78;17931
Roche nue, pavés, macadam;LCZ E;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;18,38;17932
Arbres denses;LCZ A;69383;Lyon 3e Arrondissement;faible;faible;faible;faible;235,96;17933
Roche nue, pavés, macadam;LCZ E;69089;Francheville;moyen;faible;moyen;moyen;20,89;17934
Pelouses, praires, cultures;LCZ D;69003;Albigny-sur-Saône;moyen;faible;moyen;moyen;15687,18;17935
Pelouses, praires, cultures;LCZ D;69029;Bron;faible;effet rafraîchissant;moyen;faible;600,55;17936
Roche nue, pavés, macadam;LCZ E;69089;Francheville;moyen;faible;moyen;faible;1205,73;17937
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;26,24;17938
Roche nue, pavés, macadam;LCZ E;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;2922,87;17939
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;133,61;17940
Pelouses, praires, cultures;LCZ D;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;9587,61;17941
Arbres épars;LCZ B;69290;Saint-Priest;faible;faible;faible;faible;584,51;17942
Maisons éparses, constructions isolées;LCZ 9;69072;Dardilly;moyen;faible;moyen;moyen;2714,78;17943
Pelouses, praires, cultures;LCZ D;69163;Quincieux;moyen;effet rafraîchissant;moyen;faible;20,06;17945
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;523,37;17946
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;593,82;17947
Maisons éparses, constructions isolées;LCZ 9;69259;Vénissieux;moyen;faible;moyen;moyen;1581,24;17948
Ensemble d'immeubles espacés;LCZ 5;69388;Lyon 8e Arrondissement;fort;faible;fort;fort;19189,66;17949
Eau;LCZ G;69286;Rillieux-la-Pape;effet rafraîchissant;effet rafraîchissant;faible;faible;263,48;17950
Arbres denses;LCZ A;69081;Écully;effet rafraîchissant;effet rafraîchissant;faible;faible;397,55;17951
Roche nue, pavés, macadam;LCZ E;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;6,8;17952
Roche nue, pavés, macadam;LCZ E;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;103,44;17953
Maisons éparses, constructions isolées;LCZ 9;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;25954,63;17954
Maisons éparses, constructions isolées;LCZ 9;69271;Chassieu;moyen;faible;moyen;moyen;8406,92;17955
Ensemble d'immeubles espacés;LCZ 5;69385;Lyon 5e Arrondissement;fort;faible;moyen;moyen;556,19;17956
Roche nue, pavés, macadam;LCZ E;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;2987,1;17957
Roche nue, pavés, macadam;LCZ E;69152;Pierre-Bénite;moyen;faible;moyen;moyen;895,05;17958
Pelouses, praires, cultures;LCZ D;69033;Cailloux-sur-Fontaines;moyen;faible;moyen;moyen;4867,72;17959
Maisons éparses, constructions isolées;LCZ 9;69091;Givors;moyen;faible;moyen;moyen;1171,99;17960
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;617,71;17961
Maisons éparses, constructions isolées;LCZ 9;69089;Francheville;moyen;faible;moyen;moyen;9803,64;17962
Pelouses, praires, cultures;LCZ D;69068;Couzon-au-Mont-d'Or;moyen;effet rafraîchissant;moyen;faible;91,79;17963
Grandes emprises tertiaires bâti bas;LCZ 8;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;1734,34;17964
Arbres épars;LCZ B;69266;Villeurbanne;faible;faible;faible;faible;9868,94;17965
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;752,7;17966
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;266,27;17967
Roche nue, pavés, macadam;LCZ E;69279;Jonage;moyen;faible;moyen;moyen;120,23;17968
Roche nue, pavés, macadam;LCZ E;69142;La Mulatière;moyen;faible;moyen;moyen;2,47;17969
Arbres denses;LCZ A;69278;Genay;effet rafraîchissant;effet rafraîchissant;faible;faible;4861,25;17970
Pelouses, praires, cultures;LCZ D;69276;Feyzin;moyen;effet rafraîchissant;moyen;faible;299,89;17971
Pelouses, praires, cultures;LCZ D;69063;Collonges-au-Mont-d'Or;moyen;effet rafraîchissant;moyen;faible;102,14;18024
Roche nue, pavés, macadam;LCZ E;69199;Saint-Fons;moyen;faible;moyen;moyen;15410,74;17972
Roche nue, pavés, macadam;LCZ E;69293;Sathonay-Village;moyen;faible;moyen;moyen;146,59;17973
Pelouses, praires, cultures;LCZ D;69389;Lyon 9e Arrondissement;moyen;effet rafraîchissant;moyen;faible;125,16;17974
Pelouses, praires, cultures;LCZ D;69233;Saint-Romain-au-Mont-d'Or;moyen;faible;moyen;moyen;12237,7;17975
Pelouses, praires, cultures;LCZ D;69153;Poleymieux-au-Mont-d'Or;moyen;faible;moyen;moyen;2727,09;17976
Roche nue, pavés, macadam;LCZ E;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;105,22;17977
Maisons éparses, constructions isolées;LCZ 9;69149;Oullins;moyen;faible;moyen;moyen;6642,7;17978
Roche nue, pavés, macadam;LCZ E;69143;Neuville-sur-Saône;moyen;faible;moyen;moyen;322,73;17979
Ensemble d'immeubles compact;LCZ 2;69143;Neuville-sur-Saône;fort;fort;fort;fort;315,86;17980
Pelouses, praires, cultures;LCZ D;69282;Meyzieu;moyen;effet rafraîchissant;moyen;faible;19,21;17981
Roche nue, pavés, macadam;LCZ E;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;21,81;17982
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;165,45;17983
Roche nue, pavés, macadam;LCZ E;69071;Curis-au-Mont-d'Or;moyen;faible;moyen;moyen;550,78;17984
Maisons éparses, constructions isolées;LCZ 9;69276;Feyzin;moyen;faible;moyen;moyen;6316,65;17985
Arbres denses;LCZ A;69389;Lyon 9e Arrondissement;faible;effet rafraîchissant;faible;faible;336,77;17986
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;23992,26;17987
Pelouses, praires, cultures;LCZ D;69256;Vaulx-en-Velin;moyen;effet rafraîchissant;moyen;faible;2,83;17988
Maisons éparses, constructions isolées;LCZ 9;69260;Vernaison;effet rafraîchissant;effet rafraîchissant;faible;faible;1778,43;17989
Pelouses, praires, cultures;LCZ D;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;1,02;17990
Pelouses, praires, cultures;LCZ D;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;2489,26;17991
Roche nue, pavés, macadam;LCZ E;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;723,27;17992
Arbres denses;LCZ A;69386;Lyon 6e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;9284,12;17993
Roche nue, pavés, macadam;LCZ E;69283;Mions;moyen;faible;moyen;moyen;99,58;17994
Ensemble d'immeubles compact;LCZ 2;69069;Craponne;fort;moyen;fort;moyen;206,58;17995
Roche nue, pavés, macadam;LCZ E;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;1365,77;17996
Pelouses, praires, cultures;LCZ D;69282;Meyzieu;moyen;effet rafraîchissant;moyen;faible;199,0;17997
Eau;LCZ G;69256;Vaulx-en-Velin;effet rafraîchissant;effet rafraîchissant;faible;faible;5,23;17998
Roche nue, pavés, macadam;LCZ E;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;5,29;29401
Roche nue, pavés, macadam;LCZ E;69271;Chassieu;moyen;faible;moyen;moyen;603,22;17999
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;1236,14;18000
Arbres denses;LCZ A;69153;Poleymieux-au-Mont-d'Or;effet rafraîchissant;effet rafraîchissant;faible;faible;118180,84;18001
Eau;LCZ G;69096;Grigny;effet rafraîchissant;effet rafraîchissant;faible;faible;52,07;18002
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;7819,92;18003
Roche nue, pavés, macadam;LCZ E;69266;Villeurbanne;moyen;faible;moyen;moyen;1343,09;18004
Roche nue, pavés, macadam;LCZ E;69116;Limonest;moyen;faible;moyen;moyen;1427,88;18005
Ensemble d'immeubles compact;LCZ 2;69204;Saint-Genis-Laval;fort;faible;fort;moyen;193,98;18006
Pelouses, praires, cultures;LCZ D;69259;Vénissieux;moyen;faible;moyen;moyen;9714,22;18007
Grandes emprises tertiaires bâti bas;LCZ 8;69290;Saint-Priest;moyen;faible;moyen;moyen;4864,8;18008
Roche nue, pavés, macadam;LCZ E;69259;Vénissieux;moyen;faible;moyen;moyen;739,84;18009
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;471,72;18010
Arbres épars;LCZ B;69383;Lyon 3e Arrondissement;faible;effet rafraîchissant;faible;faible;21788,27;18020
Roche nue, pavés, macadam;LCZ E;69100;Irigny;moyen;faible;moyen;moyen;1135,0;18011
Maisons éparses, constructions isolées;LCZ 9;69089;Francheville;moyen;faible;moyen;moyen;1506,24;18012
Maisons éparses, constructions isolées;LCZ 9;69260;Vernaison;effet rafraîchissant;effet rafraîchissant;faible;faible;12334,27;18013
